id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5939370,"City Gem, close walk  to all.",12235160,Lucinda,Park West,32.72778644031055,-117.16432758438062,Entire home/apt,175,3,1,2015-04-22,0.40,1,324
1340344,Chic 1 Bedroom near Zoo & Downtown,3170509,Franz,Park West,32.73034652360809,-117.1618543771063,Entire home/apt,129,1,84,2015-06-22,5.75,2,12
2989287,Centrally located large studio,15028304,Denise,Park West,32.72678081297394,-117.16122647372832,Entire home/apt,110,1,55,2015-06-28,4.03,1,201
5571554,Beautiful fresh studio apartment,636412,Daniel,Park West,32.72670449492825,-117.16090859902893,Entire home/apt,99,1,5,2015-06-27,1.28,1,302
4423720,Charming 1 BDR Victorian: FloorTwo,1315611,Cassandra,Park West,32.724668922408824,-117.16289854104784,Entire home/apt,90,1,10,2015-05-21,1.60,7,347
6627470,Apartment 1 mile from ComiCon,34689518,Kaitlyn,Park West,32.72769331850068,-117.16423738356382,Entire home/apt,125,3,0,,,1,14
3085069,SUNSET DECK; STEPS to ACTION! (HH2),14645243,Michelle,Park West,32.73093942329691,-117.16821551663763,Entire home/apt,229,3,2,2015-05-07,0.52,9,299
6467570,"Comic Con, Free Shuttle, 1 Bedroom",26592778,Tatum,Park West,32.724939122464406,-117.16347923010557,Entire home/apt,1500,3,0,,,2,245
1533418,"Conveniently situated, cozy studio",8177928,Adam,Park West,32.727591650162914,-117.16671337856823,Entire home/apt,140,2,19,2015-06-22,0.99,1,327
873666,San Diego Balboa Park Row Home,1349966,Dana,Park West,32.7276227188441,-117.16033303095897,Entire home/apt,250,1,2,2014-07-14,0.16,2,264
1565419,Bright Apartment near Balboa Park!,8115826,Veronica,Park West,32.73022103218197,-117.16114476498221,Entire home/apt,400,2,0,,,1,343
5863835,Cute apt in the heart of San Diego,30448784,Lindsay,Park West,32.7288112354404,-117.16833274841481,Entire home/apt,450,2,0,,,1,200
5392719,Gaslamp San Diego Luxury Condo,3774543,Matt,Park West,32.72781580433476,-117.16582825967821,Entire home/apt,499,1,2,2015-03-28,0.43,4,361
4455023,Victorian SDhouse: Lower 2 floors,1315611,Cassandra,Park West,32.72588496900837,-117.16292013220335,Entire home/apt,395,1,0,,,7,353
4866818,Simple and Terrific location,7487962,Mayer,Park West,32.728278119585994,-117.16086080874601,Entire home/apt,85,1,5,2015-04-02,0.82,1,332
6106656,"Safari Studio, late night ck in ok!",28425190,Jeremy,Park West,32.72342623554091,-117.1613584250069,Entire home/apt,80,1,11,2015-07-06,4.40,3,87
3615918,"Luxury Condo, A+ Location 2015!!",18219542,Albert,Park West,32.72476544484606,-117.1617078104114,Entire home/apt,160,1,27,2015-07-01,2.29,1,55
5749547,1930s Banker's Hill Cottage ,29822673,Francisco,Park West,32.725433756684765,-117.15977112062272,Entire home/apt,140,1,9,2015-05-19,3.25,1,356
1021111,Bankers Hill San Diego Close to all,5620318,Doug,Park West,32.72851725978126,-117.16653652907989,Private room,75,2,88,2015-07-01,3.20,1,321
6114408,"The Ocean Room, Late-nite ck-in ok!",28425190,Jeremy,Park West,32.724682305856774,-117.15967888834972,Entire home/apt,80,1,17,2015-07-06,7.39,3,84
6763178,Hidden Cabin Walk to Bay/Zoo/Dwntwn,2315442,Michael,Park West,32.72676042931574,-117.16480322839891,Private room,69,1,0,,,10,363
3093337,AMAZING PENTHOUSE UNIT! (HH3),14645243,Michelle,Park West,32.72915799641488,-117.16519916742584,Entire home/apt,229,3,2,2015-05-05,0.24,9,308
6291104,Spacious Privete Room Down Town,32693411,Carlo,Park West,32.73332876076031,-117.1608729354506,Private room,61,2,3,2015-07-01,3,1,359
6993549,San Diego Apt. Near Downtown on 1st,36668468,Maureen,Park West,32.726602847431124,-117.16379075250158,Entire home/apt,450,2,0,,,1,9
6991222,2 Bed 2 Bath upgraded apartment,14417327,Obed,Park West,32.729494898296736,-117.1644325648162,Entire home/apt,250,3,0,,,1,320
1583645,Charming Bankers Hill Cottage,8434008,Lisa,Park West,32.73039354812264,-117.16212741668654,Entire home/apt,140,1,1,2015-04-21,0.42,1,328
3674996,Private Room and Bathroom,763525,Michael,Park West,32.726383466567015,-117.16496669462458,Private room,182,1,1,2014-07-28,0.09,1,316
5783968,COMIC-CON INTERNATIONAL SAN DIEGO,30006561,Sean,Park West,32.7295782695716,-117.16576197959408,Entire home/apt,499,4,0,,,2,185
1066512,"Modern, Spacious Bankers Hill Condo",5626739,Mindy,Park West,32.73011614356804,-117.16737973398182,Entire home/apt,135,4,4,2014-12-28,0.16,1,0
4218411,Living room in a novelty basement,21894427,Ashley,Park West,32.72722480856393,-117.16445266739132,Shared room,75,1,3,2015-06-15,0.99,2,316
5816440,1BD near Harbor front and Airport.,4489497,Cris,Park West,32.72737032300774,-117.16451223938914,Private room,60,1,12,2015-06-21,4.39,1,343
6887646,Beautiful Craftsman near BalboaPark,8655379,Mike,Park West,32.72963972058429,-117.16199754390047,Entire home/apt,169,3,0,,,1,3
575689,HISTORIC IN THE HEART OF SAN DIEGO,2831529,Maxine,Park West,32.72741983994911,-117.16614012011847,Private room,95,2,95,2015-05-25,2.70,1,252
6869868,Modern 4 story townhouse Comic-Con,13024659,Shirley,Park West,32.728800370987464,-117.16777657547226,Entire home/apt,1200,4,0,,,1,9
1928881,"Private House, CA King Memory Foam",9989507,Brian & Ramona,Park West,32.72910014907028,-117.16582679535021,Entire home/apt,215,2,16,2015-06-15,0.87,1,361
2702647,Comic-con private home rental,11342067,Andria,Park West,32.728216223897654,-117.16641855361443,Entire home/apt,799,4,0,,,1,361
2201627,Large Victorian Downtown: SDhouse,1315611,Cassandra,Park West,32.725517401593905,-117.16208962525148,Entire home/apt,800,1,18,2015-06-28,1.07,7,341
611250,Walk to bay downtownn Priv 1/2 bath,2315442,Michael,Park West,32.72674581478629,-117.1662828792937,Private room,59,1,99,2015-06-16,2.80,10,75
5680333,"Amazing view, loctn! Studio Apt.",29449715,Rob,Park West,32.7263300979134,-117.16515340142989,Entire home/apt,125,1,7,2015-05-27,2.04,1,115
2210171,The Space,4548491,Chad,Park West,32.72723326586676,-117.16736712349166,Entire home/apt,100,1,52,2015-06-18,3.02,2,323
4309965,Great uptown room - park west,13694967,Kessa,Park West,32.73429010027882,-117.16124011472746,Private room,70,1,6,2015-06-26,1.19,2,121
4371447,Guest Quarters - One Acre RB Estate,22694299,Kevin,Rancho Bernadino,33.045686887161665,-117.05333013349376,Entire home/apt,125,1,7,2015-04-10,0.96,1,274
2801479,Spring/ Summer Home on Golf course,9815838,Susan,Rancho Bernadino,33.021965040710235,-117.06898929259009,Entire home/apt,124,1,24,2015-05-31,1.88,1,299
6512585,Backyard paradise,34050467,Ryan,Rancho Bernadino,33.046399512235205,-117.05412241106733,Entire home/apt,785,3,0,,,1,308
3376136,Sweet Bedroom/Bath Rancho Bernardo,17033287,Terri,Rancho Bernadino,33.02778990351206,-117.08504693971125,Private room,200,1,4,2015-05-02,0.42,2,324
3799049,Rancho Bernardo Hacienda,19498353,James,Rancho Bernadino,33.03405053055119,-117.06865892984966,Entire home/apt,300,2,3,2015-05-25,0.29,1,357
395858,One bedroom in quiet neighborhood ,1978403,Tuija,Rancho Bernadino,33.02885047102954,-117.08797959495143,Private room,80,1,3,2014-07-11,0.14,1,342
4597500,Home away from home,23830560,Mary,Rancho Bernadino,32.99226897479528,-117.07066913071314,Private room,120,1,4,2015-06-19,0.78,1,343
4670303,Home away from home.,24159786,Holly,Rancho Bernadino,33.02038851171569,-117.05888911251141,Private room,75,2,0,,,1,200
4650881,Your Own Private/Easygoing Space!!,24076012,Jocelyn (Josh),Rancho Bernadino,32.99193251860551,-117.07316060211687,Private room,45,1,6,2015-07-01,1.02,1,295
4155653,Beautiful Rancho Bernardo Retreat!,21415396,Skip,Rancho Bernadino,33.0340065817743,-117.08232070474529,Private room,90,1,3,2015-03-22,0.49,1,320
6273552,Private Luxury Executive Home,31855883,Carianne,Rancho Bernadino,33.005389042115844,-117.06769717804377,Entire home/apt,495,3,2,2015-07-10,2,1,332
5423544,Rancho Bernardo Senior Getaway,8336938,Aaron,Rancho Bernadino,33.02788533448677,-117.05409996790365,Entire home/apt,125,1,2,2015-06-27,0.71,9,342
1736751,Rancho Bernardo condo description,9035326,Naomi,Rancho Bernadino,33.02210150180567,-117.06781611112524,Entire home/apt,125,3,0,,,1,324
5091652,1 BR/1.5BATH*BRAND NEW FURNISHINGS*,26305203,Denise,Rancho Bernadino,33.002317140598606,-117.07241259964542,Entire home/apt,128,7,0,,,1,189
5238444,San Diego Summer Oasis with a view!,27107058,Amitkumar,Rancho Bernadino,33.00929675485946,-117.08120149388242,Entire home/apt,200,2,0,,,1,134
1608829,"Home with view, San Diego north ",3587719,Fred,Rancho Bernadino,32.99955059768089,-117.05986361666088,Entire home/apt,175,1,0,,,1,302
4639073,Golfer? Wedding? Summer Fun?,3443107,Andrew,Rancho Bernadino,33.00051830306262,-117.06335551761369,Entire home/apt,200,3,8,2015-06-23,1.29,1,310
5520463,2nd Sweet Bdrm/Bath Rancho Bernardo,17033287,Terri,Rancho Bernadino,33.027092174623924,-117.0846077350165,Private room,134,1,0,,,2,364
4910008,Renting one room,25283240,Ed,Rancho Penasquitos,32.95620002720794,-117.12329112832278,Private room,50,1,0,,,1,363
6468328,Tuscan Estate,33791454,Shaun,Rancho Penasquitos,32.97325037084135,-117.17060006378338,Entire home/apt,950,1,0,,,1,300
3335149,A destination for family & friends,14488899,Chris,Rancho Penasquitos,32.9490551617769,-117.14701761176919,Entire home/apt,425,4,10,2015-06-28,0.83,1,16
2808871,Centrally located family home,1007953,Sonia And Bob Whitney,Rancho Penasquitos,32.94086516486501,-117.15327770529166,Private room,125,2,0,,,1,278
1802337,Private Casita/Studio in 4s/RSF,8333193,Narinder,Rancho Penasquitos,33.01175044168414,-117.14635851145623,Entire home/apt,149,1,10,2015-06-19,0.50,3,363
2837971,Quiet room in a distinguished home,14517665,Diane,Rancho Penasquitos,32.9602869748111,-117.11085849079213,Private room,160,1,0,,,1,365
6045705,Resort living in Gated community,31376907,Susan,Rancho Penasquitos,32.99983335989955,-117.11972146581208,Entire home/apt,975,5,0,,,1,240
3938482,Cosy room for one to three guests,20405933,Ona,Rancho Penasquitos,32.94448776110572,-117.14014556308572,Private room,79,1,0,,,1,365
3985934,A separate Casita ,20660038,Peer,Rancho Penasquitos,32.99234230711818,-117.16368123261454,Private room,85,1,0,,,1,365
123990,Coastal Laid-Back Luxe in San Diego,479932,Amber,Rancho Penasquitos,32.990910111031695,-117.16672587910782,Entire home/apt,475,4,3,2015-06-20,0.06,1,346
5627515,"Luxury, family house near SD coast",29165428,Brear,Rancho Penasquitos,32.98510235942353,-117.16541315278286,Entire home/apt,615,4,1,2015-06-13,1,1,338
3069723,Excellent SD Location Great Rates!,15623484,Aida,Rancho Penasquitos,32.982151345976916,-117.13115626137963,Entire home/apt,289,2,19,2015-06-10,1.52,1,313
1798441,Quiet oasis in family neighborhood,2325715,Anne,Rancho Penasquitos,32.94600452099576,-117.11109983315322,Private room,70,2,5,2014-07-28,0.30,1,293
1373585,Beautiful San Diego Home- Pool,7443268,William,Rancho Penasquitos,32.96219898918742,-117.12106521724921,Private room,110,3,0,,,1,365
4566252,"Quiet, Separate Room To Get Away",20069122,Janene,Rancho Penasquitos,33.017379771627226,-117.1464904791732,Private room,46,2,4,2015-07-07,0.69,1,360
1886821,Private Casita/Studio in 4s/RSF,8333193,Narinder,Rancho Penasquitos,33.01484968549913,-117.14853950891634,Private room,149,1,1,2015-03-21,0.28,3,365
6007332,"Executive House near Golf, Beaches",9357535,Roman,Rancho Penasquitos,33.020336846589366,-117.15060830857325,Entire home/apt,490,10,0,,,2,340
3453928,Luxury Rancho Santa Fe Estate,8333193,Narinder,Rancho Penasquitos,33.015819617786484,-117.14994567606833,Entire home/apt,1295,1,5,2015-03-15,0.43,3,363
1040189,Private room in San Diego - 1 of 2,5727334,Kerri,Rancho Penasquitos,32.964975053710944,-117.11545607801104,Private room,50,1,4,2014-01-20,0.16,1,37
6599853,San Diego house for family,34527228,Robert,Rancho Penasquitos,32.95357187177689,-117.10357137790416,Entire home/apt,200,7,0,,,1,21
6042390,Sunshine&Sports at SD Full House,31357797,Landy,Rancho Penasquitos,32.95017828242811,-117.13700889459132,Private room,58,1,0,,,1,358
847669,Sunny San Diego,4425833,Alex,Rancho Penasquitos,32.95799532794695,-117.14481568584517,Private room,95,1,0,,,1,365
4719408,Beautiful home in gated community,24379463,Jennifer,Rancho Penasquitos,32.98371174163323,-117.16398545341359,Entire home/apt,600,5,0,,,1,345
5900901,Beautiful Torrey Del Mar home,2275103,Anna,Rancho Penasquitos,32.96751008489,-117.1657265968846,Entire home/apt,275,3,0,,,1,61
3676367,Luxury San Diego Retreat,9954475,Hp,Rancho Penasquitos,32.99990011259646,-117.15611222185001,Entire home/apt,1043,1,8,2015-04-20,0.81,1,300
6886403,Charming Cottage Home Garden Oasis,3608270,Jace,Rancho Penasquitos,32.96498685940353,-117.11672118843089,Entire home/apt,109,1,0,,,1,5
6973394,Cozy house in San Diego,713957,Jonathan,Rolando,32.7616108507025,-117.05716973977209,Entire home/apt,200,1,0,,,1,2
5904956,Study or Rest near SDSU,14405307,Elisabeth Or John,Rolando,32.7590842826834,-117.05491399171946,Private room,50,1,6,2015-06-29,2.37,1,323
6415287,Sweet Room near SDSU & Downtown!,728323,Anish,Rolando,32.766705319124696,-117.05529670524977,Private room,60,1,0,,,1,347
4710715,Room near SDSU,24345905,Jaime,Rolando,32.75942547316612,-117.06616324184405,Private room,45,1,4,2015-06-12,2.61,2,191
2105513,"Rolando Village bungalo, Views, ",10734266,David,Rolando,32.755820448217925,-117.061915863936,Private room,65,3,0,,,1,85
4909793,Room Close to SDSU,24345905,Jaime,Rolando,32.75815646444813,-117.0660834515261,Private room,45,1,13,2015-05-13,2.98,2,204
4278256,newly remodeled 3 bedroom house ,9154489,Janneke,Rolando,32.7593160196057,-117.05346136046924,Entire home/apt,158,4,2,2015-02-24,0.33,1,239
6949786,Beautiful Point Loma Apartment,36436951,John,Roseville,32.72969873412467,-117.22557887815694,Entire home/apt,250,4,0,,,1,2
5661506,Five Star Designer Point Loma Home,19702014,Sean,Roseville,32.73121797894429,-117.23154096385672,Entire home/apt,235,2,4,2015-06-21,1.15,1,17
3033066,Brilliant Location! Beach & Airport,13599705,Allyson,Roseville,32.73926192013904,-117.22776069229288,Private room,80,1,68,2015-06-29,4.99,1,340
6646148,Point Loma Townhouse,21942142,Shawn,Roseville,32.72478435672107,-117.23146582753799,Private room,50,1,3,2015-06-28,3,1,354
6728567,Quiet and Peaceful Townhouse,6440984,Charlotte,Roseville,32.72566955568305,-117.2310467935435,Entire home/apt,72,10,0,,,1,6
3072940,Modern Condo Near Seaworld & Beach,7245568,Rich,Roseville,32.73250706574496,-117.22669972767218,Entire home/apt,138,3,44,2015-06-18,3.47,3,321
6065743,Point Loma Sweeping Bay Views,13204116,Dino,Roseville,32.72705005068328,-117.23679203397865,Private room,88,2,4,2015-06-25,2.73,2,58
5629991,"The Gold Room, 2 Double Beds",13204116,Dino,Roseville,32.72717863673952,-117.23672417607054,Private room,95,2,5,2015-07-03,3.06,2,46
393042,COMICON:Historic Home: Twin Bed,164137,Melinda,Roseville,32.73814546196906,-117.22004506504514,Private room,100,1,42,2015-06-29,1.16,3,340
822093,Point Loma 1000 SFT Suite Views....,567167,Pauline & Richard,Roseville,32.72982681040219,-117.22958286783371,Private room,147,3,2,2015-03-18,0.17,1,358
6411337,Charming Coastal Close to It All!,5905065,Tammy,Roseville,32.73440096035318,-117.23086818148992,Entire home/apt,200,7,0,,,1,28
4112735,Endless Ocean & Downtown Views !!!,6292295,Kristin,Roseville,32.72455019303191,-117.23678155226129,Entire home/apt,139,2,29,2015-07-03,3.25,1,320
1233047,Enjoy Stunning Views of San Diego! ,6724344,David,Roseville,32.72445709777365,-117.23954373097844,Entire home/apt,275,3,20,2015-06-01,0.81,1,272
6276379,Views Views & More Views!,2043762,Susan,Roseville,32.73082440557651,-117.22929977820753,Entire home/apt,650,3,0,,,1,328
4509412,SD Harbor Views!  Hummingbird House,23382305,Linda,Roseville,32.72316259556335,-117.23546734518487,Entire home/apt,385,3,5,2015-06-16,0.79,1,327
2468174,Perfect for Family in Point Loma,12624026,Russell & Patricia,Roseville,32.738154347718876,-117.22915361520211,Entire home/apt,235,2,3,2014-08-02,0.22,1,363
172519,Quaint P.L.home: LG. Bedrm upstairs,164137,Melinda,Roseville,32.74129128920331,-117.21852804540315,Private room,75,2,27,2015-06-22,0.56,3,336
3615531,Room(s) for rent in view home,18217681,Jim,Roseville,32.722461708477205,-117.23449411391293,Private room,150,1,1,2014-07-27,0.09,1,333
2345741,Beach Town Garden House,11980312,Jamie,Roseville,32.72750428319564,-117.23079843806956,Entire home/apt,220,2,9,2015-06-29,0.58,1,341
4190674,"PRIMO LOCATION, OUTSTANDING VIEWS",21741820,Cora,Roseville,32.73385227183419,-117.22737819618352,Private room,79,2,11,2015-06-22,1.30,1,165
38245, Span. Style: Private Den,164137,Melinda,Roseville,32.74201976865927,-117.21870072593775,Private room,70,1,58,2015-05-27,0.99,3,320
2135492,Holiday House Bed & Breakfast,10897764,Glory,Roseville,32.72856177077595,-117.22960629499241,Private room,130,1,4,2015-06-02,0.43,1,354
2642124,Relaxing Coastal Retreat w/Hot Tub!,10934160,Jennifer,Roseville,32.73533773426499,-117.22773849925926,Entire home/apt,299,2,12,2015-06-07,1.09,5,23
3168132,Joe's apartment in Point Loma,7685171,Joseph,Roseville,32.72730939902428,-117.22879028317513,Entire home/apt,186,2,4,2014-09-02,0.35,1,262
1629220,Hilltop Home Bay View! 1B sleeps 6,8659156,John,Roseville,32.7226354764971,-117.24059998846366,Entire home/apt,175,3,8,2015-03-16,0.39,1,336
4772194,Charming Cottage House,24615437,Brian,Roseville,32.73780824644089,-117.22945793974648,Entire home/apt,130,1,0,,,1,179
816780,Ideal Central Spot for ALL Sights,3504659,Monique,Sabre Springs,32.93693631880872,-117.07585966362136,Private room,148,1,2,2014-07-22,0.07,1,365
1854742,Quiet Private room with own shower,9681550,Konrad,Sabre Springs,32.94885705712308,-117.0994285681639,Private room,52,1,3,2015-06-29,3,1,340
5802870,"Restful, comfy, clean and close!",26352656,Susan,Sabre Springs,32.9448263461928,-117.09073341077342,Private room,90,1,0,,,1,365
4325667,Great view beautiful neighbrhd #1,22461971,Crystal & Mark,San Carlos,32.79327307396228,-117.06695345974077,Private room,70,3,20,2015-06-07,2.79,3,92
4653327,Charming home in quiet neighbrhd #2,22461971,Crystal & Mark,San Carlos,32.7914847042929,-117.06521230538924,Private room,58,3,6,2015-06-22,0.94,3,0
1774025,"Peaceful, central location bed-bath",8027800,Janet,San Carlos,32.802509984134026,-117.04987057135787,Private room,85,2,13,2015-05-24,1.10,1,335
878833,"Great hiking, biking, rock climbing",4837776,Shari,San Carlos,32.81509451018754,-117.06016905301195,Private room,50,1,1,2013-12-04,0.05,1,362
3777926,A Stay at the Brookshers' for 2,16063348,Kathlyn,San Carlos,32.78970757307358,-117.05537522279484,Private room,100,3,0,,,3,363
6741074,4 bedrms/Pool/Hiking/15 min 2 beach,34945556,Kevin,San Carlos,32.80777185451606,-117.05703241960653,Entire home/apt,375,2,0,,,1,343
3730601,A Stay for 6 at the Brookshers',16063348,Kathlyn,San Carlos,32.791816442450504,-117.05561962972698,Entire home/apt,215,3,4,2015-05-26,0.51,3,341
6238879,Luxury Executive Suite,26647404,Arkady,San Carlos,32.80300253322475,-117.04632989640793,Entire home/apt,95,1,0,,,1,326
4730272,Cozy room in beautiful neighborhd#3,22461971,Crystal & Mark,San Carlos,32.791327612577916,-117.06533497517924,Private room,54,3,3,2015-04-15,0.73,3,197
3166986,A Stay at the Brookshers',16063348,Kathlyn,San Carlos,32.79172122055425,-117.05456261786217,Private room,105,3,10,2015-06-04,0.85,3,341
6391355,"Dust-free, Modern Studio near SDSU!",25969392,Jessica V.,San Carlos,32.78382964743682,-117.05748030452409,Entire home/apt,98,3,2,2015-06-29,2,1,12
3409189,"the Villa ""la Casita"" Cuba havana",17046402,Mary,San Ysidro,32.553970187672995,-117.0483912428505,Private room,69,1,0,,,1,351
5991186,"Blue Room,good  For Two",11137577,Li Hua,San Ysidro,32.56637134631218,-117.05346820811747,Private room,45,5,2,2015-06-22,1.62,3,359
2400815,"Large Room,good  For 2",11137577,Li Hua,San Ysidro,32.566353365778056,-117.05461117232781,Private room,55,5,5,2015-05-29,0.38,3,360
3686279,A TRUE RETREAT ALL IN ONE HOME,18749909,Benita,San Ysidro,32.56502002034765,-117.0482396107398,Private room,150,1,0,,,1,365
5846098,"Red Room,good For Two",11137577,Li Hua,San Ysidro,32.56717299776559,-117.05485851829748,Private room,45,5,1,2015-04-14,0.37,3,364
6970278,Private room & ba Scripps Ranch,24862983,Vera,Scripps Ranch,32.93401980080112,-117.09296283583929,Private room,75,1,0,,,1,0
3255996,Master BR in Centralized San Diego,16343817,Je,Scripps Ranch,32.92496493116664,-117.11290030048428,Private room,63,2,12,2015-06-28,1.09,4,274
7011647,Bed&Bath in Large Clean Home 2ndfl2,9315299,Harley,Scripps Ranch,32.930707939495136,-117.09306135590298,Private room,45,2,0,,,3,362
4924398,Cozy 1 BD apt with pool & gym!,14760533,V,Scripps Ranch,32.91591085818063,-117.1120784002476,Entire home/apt,110,1,1,2015-01-22,0.18,1,330
5730977,Room for Nature Lovers,12852561,Timi,Scripps Ranch,32.8982386074974,-117.10417443954665,Private room,77,2,2,2015-07-01,2,1,229
3613297,Luxury Living - Master w/ Own Bath!,16343817,Je,Scripps Ranch,32.92503270319954,-117.1136755574461,Private room,60,1,8,2015-07-05,2.76,4,285
6750032,Designer Condo Reservoir Views!,31106487,Nancy,Scripps Ranch,32.9135565262442,-117.09289350303607,Entire home/apt,195,1,2,2015-07-03,2,1,354
278138,Comfy Room Close to Everything !!,1451910,Mike & Deb,Scripps Ranch,32.908377515052806,-117.08980824145773,Private room,60,2,49,2015-06-16,1.23,3,324
720861,Panoramic canyon view with pool,3708359,Linda,Scripps Ranch,32.93277511164077,-117.0839025099322,Private room,85,2,30,2015-07-03,0.94,1,350
278158,Comfy & Cozy Room for Travelers,1451910,Mike & Deb,Scripps Ranch,32.90678431243069,-117.0873220220532,Private room,60,2,14,2015-07-01,0.39,3,363
6053392,Private room,10006407,Mabel,Scripps Ranch,32.92193579376313,-117.07947956600097,Private room,55,1,4,2015-05-24,1.52,2,320
6052540,In desirable area of San Diego,10006407,Mabel,Scripps Ranch,32.922909138116985,-117.07972949519915,Private room,55,1,0,,,2,325
278161,Master Bedroom with Private Bath,1451910,Mike & Deb,Scripps Ranch,32.90898539460794,-117.08808790001858,Private room,85,2,4,2014-07-11,0.11,3,365
6855069,stay at the best place in San Diego,35924309,Joanna,Scripps Ranch,32.92853797446566,-117.10777690936145,Private room,300,1,0,,,1,365
5347310,Bed&Bath in Large Clean Home 1stflr,9315299,Harley,Scripps Ranch,32.9309232324277,-117.09176933415058,Private room,49,2,11,2015-05-25,2.50,3,190
5872532,Bed&Bath in Large Clean Home 2ndflr,9315299,Harley,Scripps Ranch,32.93093729984984,-117.09199485670331,Private room,49,2,5,2015-04-25,1.63,3,351
635693,Best Deal in Town!! Great Room!!,1451704,Deb & Mike,Scripps Ranch,32.90834543340315,-117.08846095823213,Private room,55,2,0,,,2,365
639156,Comfortable and Quiet Room,1451704,Deb & Mike,Scripps Ranch,32.9090041306151,-117.08913644721146,Private room,55,2,0,,,2,365
4364060,Cozy 2BD in the heart of San Diego,22652392,Kyle,Serra Mesa,32.777048687804204,-117.12933775170988,Entire home/apt,139,1,21,2015-06-25,2.88,1,290
6558086,Cozy room centrally located in SD,33774000,Christina,Serra Mesa,32.77733071049159,-117.15223261656894,Private room,80,1,3,2015-06-24,3,1,17
4070354,Modern Luxury in Heart of San Diego,21067387,Melli,Serra Mesa,32.77625063365915,-117.15287310978202,Private room,89,1,42,2015-07-05,5.27,1,199
5948215,"Private room, Gardens, w/ Amenities",29956295,John,Serra Mesa,32.79504722260251,-117.1380286595658,Private room,49,1,4,2015-06-15,3.16,2,339
5695205,Best price near Sharp Mary Birch Ho,29524761,Maria,Serra Mesa,32.80623409143064,-117.12931455491332,Private room,48,1,5,2015-07-05,2.59,3,357
6259162,Private Room in Serra Mesa Home,31681364,Tony,Serra Mesa,32.80518415362928,-117.12523837346939,Private room,65,2,0,,,1,356
4041430,Private Entrance Private Bath Oasis,6227049,Rita Of RITA & ADAM,Serra Mesa,32.79958026031269,-117.1336572214255,Private room,70,1,4,2015-05-26,0.63,1,274
4464790,"Lots of Privacy, little pay.",23164389,Annelie,Serra Mesa,32.79818522790406,-117.13793060413761,Private room,88,1,2,2015-06-13,1.67,1,311
935860,"Zen House, Quiet Neighborhood",5049504,Dave,Serra Mesa,32.79350148077632,-117.14503688769561,Private room,66,2,0,,,1,360
5992267,2 Bedroom Mission Valley-Amenities!,30786792,Kris,Serra Mesa,32.780360386367754,-117.13486322432124,Entire home/apt,175,1,4,2015-07-04,2.45,1,64
5423543,Spacious Three Bedroom Condo,8336938,Aaron,Serra Mesa,32.80885652393776,-117.12949717855388,Entire home/apt,200,1,0,,,9,280
3069140,Amazing Artist Home/Art Gallery .,1511062,Lester,Serra Mesa,32.7950520093513,-117.14335107481023,Entire home/apt,600,2,5,2015-06-14,0.37,1,363
3655996,Elegant & Cozy... Make your home !!,18513374,Matt,Serra Mesa,32.77632158935122,-117.1522864705888,Private room,83,2,6,2015-07-05,0.56,1,345
4105545,2 Private Rooms for Comic-Con,21260694,Eyal,Serra Mesa,32.7889895715519,-117.14700521762624,Private room,285,1,0,,,1,283
4878988,Perfect place for a vacation,24875737,Kelly,Serra Mesa,32.78764792384103,-117.12393615348914,Private room,75,1,0,,,1,188
1377518,Large New Well Appointed Town Hm,482854,Aleta,Serra Mesa,32.80320215619239,-117.11731288862063,Entire home/apt,199,1,2,2013-09-22,0.09,2,314
5773979,Master suite and bath w/ Amenities!,29956295,John,Serra Mesa,32.79411066752345,-117.13983859412585,Private room,58,1,3,2015-06-01,1.91,2,334
6829117,Master Bedroom in a Gated Community,7429476,Christine,Serra Mesa,32.785304957206044,-117.13031729180324,Private room,75,7,0,,,1,32
4113091,Private BR/Bath in 3 bd House  ,1242636,Annu',Serra Mesa,32.77985041223823,-117.15115417896313,Private room,110,1,1,2015-04-01,0.33,1,363
541385,Comfortable Home in Mission Valley,2661488,Steve,Serra Mesa,32.79619776715828,-117.1289521384052,Entire home/apt,80,1,85,2015-06-21,2.37,1,319
6846964,度假、待产理想居所Home for Pregnant Mother,29524761,Maria,Serra Mesa,32.80740580322971,-117.13019483752755,Private room,48,14,0,,,3,180
3227710,Cozy 1BD w/ensuite+breakfast,16336857,Jill,Serra Mesa,32.77529650968639,-117.15267540410835,Private room,95,2,4,2015-03-29,0.35,1,252
5875763,"Best price, cozy home near stadium",29524761,Maria,Serra Mesa,32.80895640842267,-117.13060077435473,Private room,39,2,9,2015-06-23,3.21,3,320
2730356,Perfect in Every Way! 1-BDR APT.,6057643,Nelida,Serra Mesa,32.79373463278507,-117.13008406222758,Entire home/apt,85,2,40,2015-07-02,3.07,1,298
5360158,"Comfy bed, stunnng views!",27786065,Angela,Serra Mesa,32.80359679370404,-117.12506908312358,Private room,57,1,1,2015-05-27,0.77,1,314
1815606,"Canyon Views, Close to Beaches",3041207,Robert,Sorrento Valley,32.91607022097327,-117.1836222094825,Private room,110,2,0,,,1,363
6157639,Private Room in Condo,19652072,Yune,Sorrento Valley,32.87823889213576,-117.21176812320691,Private room,49,1,14,2015-06-27,6.36,3,271
